17:15:53.80 -47:09:53.5
17:19:32.67 -23:32:00.2
17:29:10.8 -21:17:26
17:20:16.72 -24:46:54.2
17:33:43.2 -55:16:49.7
17:45:26.57 -38:12:23.8
17:44:36.60 -53:40:23.8
17:47:54.76 -10:28:55.6
17:49:45.72 -54:15:54.0
17:49:42.960 -49:28:46.500
17:54:34.39 -24:19:26.4
17:55:06.15 -09:02:36.6
17:57:07.77 -15:00:54.7
17:59:34.67 -10:28:29.7
18:02:15.53 -05:25:33.6
18:02:50.01 -33:47:41.9
18:03:44.3 -33:29:04
18:05:39.85 -29:49:51.0
18:09:56.0 -01:20:07
18:11:22.9 -49:28:43
18:12:40.9 -27:46:55
18:14:05.0 -05:28:17.1
18:17:06.67 -19:40:56.0
18:18:15.11 -01:49:02.1
18:26:09.49 -31:03:33.9
18:37:43.320 -08:20:04.100
18:40:49.080 -04:38:27.300
18:46:42.03 -42:43:52.7
18:54:53.5 -15:57:48
18:55:21.720 -16:21:25.600
18:12:46.69 -30:39:21.5
19:00:14 -09:28:08.5
19:02:44.92 -10:37:10.9
19:04:45.840 -16:24:47.100
19:07:03.34 -15:32:51.0
19:20:49.200 -09:46:27.000
20:06:37.84 -13:12:59.0
09:12:52.56 -38:49:59.9
23:59:15.42 -65:40:31.6
10:02:17.25 -59:20:13.8
11:01:37.17 -64:24:39.7
11:52:21.37 -61:10:22.4
12:27:12.64 -63:09:42.5
12:44:47.63 -63:59:48.0
12:48:15.87 -64:43:20.7
12:55:21.24 -62:48:40.6
13:49:17.55 -63:58:29.9
15:00:11.88 -55:49:25
15:25:21.93 -55:23:19.1
15:28:24.61 -55:44:16.7
15:32:22.27 -56:07:01.9
15:38:34.41 -56:21:01.6
15:57:22.03 -51:51:09.7
16:12:04.63 -55:09:27.2
16:12:57.05 -49:27:19.9
16:16:28.90 -50:16:01.3
16:21:46.91 -48:48:02.9
16:27:33.12 -51:08:07.1
16:27:46.44 -49:54:35.8
16:33:28.14 -49:53:25.8
16:38:08.26 -44:43:37.9
16:49:18.84 -39:33:22.6
16:58:51.77 -47:10:37.5
17:08:55.11 -36:42:31.5
17:11:25.58 -37:23:43.7
17:18:14.4 -41:07:28.8
17:20:42.36 -36:55:32.2
17:22:56.94 -38:23:33.9
17:30:04.96 -34:48:41.8
17:31:00.38 -33:25:27.6
17:32:27.54 -35:09:38.4
17:34:48.65 -31:01:30.4
17:38:19.41 -27:35:32.9
17:41:53.70 -34:19:38.7
17:43:06.96 -35:32:19.6
17:45:57.33 -27:58:20.6
17:48:12.10 -30:16:25.8
17:50:10.72 -28:45:36.5
17:55:14.42 -26:03:53.7
17:55:39.36 -25:53:10.6
17:56:44.52 -25:28:03.7
17:58:07.65 -27:43:19.4
17:59:24.39 -24:02:44.3
18:11:39.28 -17:18:32.6
18:19:37.97 -17:04:57.8
18:24:53.99 -13:52:28.3
18:25:08.19 -11:11:33.8
18:29:07.17 -10:11:09.7
18:30:08.32 -10:39:36.1
18:33:05.39 -02:10:36.9
18:34:34.67 -09:11:53.9
18:35:22.92 -09:27:34.1
18:35:30.12 -09:21:11.0
18:36:19.03 -11:15:10.3
18:38:56.65 -01:05:14.8
18:40:00.92 -02:23:26.9
18:40:29.68 -03:33:38.7
18:42:52.56 -07:59:22.3
18:43:25.09 -05:09:55.9
18:43:53.76 -03:06:15.3
18:47:22.20 -04:29:44.5
